time,value
2024-08-12T10:03:02.703775091Z,0.769775390625
2024-08-12T10:03:03.728250723Z,0.7694091796875
2024-08-12T10:03:05.775320418Z,0.7724609375
2024-08-12T10:03:06.799011644Z,0.767578125
2024-08-12T10:03:07.824138447Z,0.7733154296875
2024-08-12T10:03:08.847858205Z,0.77001953125
2024-08-12T10:03:09.873264584Z,0.773681640625
2024-08-12T10:03:10.896216729Z,0.774169921875
2024-08-12T10:03:11.928073967Z,0.7708740234375
2024-08-12T10:03:12.944900297Z,0.772705078125
2024-08-12T10:03:13.968235151Z,0.771728515625
2024-08-12T10:03:15.200809792Z,0.7711181640625
2024-08-12T10:03:16.220365147Z,0.7716064453125
2024-08-12T10:03:17.248188977Z,0.7705078125
2024-08-12T10:03:18.273250498Z,0.771728515625
2024-08-12T10:03:19.292615399Z,0.7723388671875
2024-08-12T10:03:20.320401222Z,0.7720947265625
2024-08-12T10:03:21.34055521Z,0.77197265625
2024-08-12T10:03:22.364211711Z,0.7703857421875
2024-08-12T10:03:23.392368162Z,0.77197265625
2024-08-12T10:03:24.414011139Z,0.771240234375
2024-08-12T10:03:25.436421609Z,0.7718505859375
2024-08-12T10:03:26.466431755Z,0.770751953125
2024-08-12T10:03:27.587715154Z,0.771728515625
2024-08-12T10:03:28.612272827Z,0.7716064453125
2024-08-12T10:03:30.761987865Z,0.7718505859375
2024-08-12T10:03:31.784798403Z,0.771484375
2024-08-12T10:03:32.809177814Z,0.7711181640625
2024-08-12T10:03:33.833238632Z,0.771728515625
2024-08-12T10:03:34.857666053Z,0.7698974609375
2024-08-12T10:03:35.882982011Z,0.7720947265625
2024-08-12T10:03:36.911256518Z,0.7723388671875
2024-08-12T10:03:37.93333365Z,0.771484375
2024-08-12T10:03:38.956348128Z,0.7713623046875
2024-08-12T10:03:39.979229632Z,0.767333984375
2024-08-12T10:03:41.208562104Z,0.7703857421875
2024-08-12T10:03:42.230187283Z,0.7711181640625
2024-08-12T10:03:43.255249589Z,0.77197265625
2024-08-12T10:03:44.28638896Z,0.77294921875
2024-08-12T10:03:45.302928087Z,0.771728515625
2024-08-12T10:03:46.3266356Z,0.7711181640625
2024-08-12T10:03:48.377732182Z,0.7718505859375
2024-08-12T10:03:49.410548107Z,0.7705078125
2024-08-12T10:03:50.428891861Z,0.7713623046875
2024-08-12T10:03:51.44586442Z,0.77197265625
2024-08-12T10:03:53.496742727Z,0.771240234375
2024-08-12T10:03:54.729155818Z,0.772705078125
2024-08-12T10:03:55.754213419Z,0.771484375
2024-08-12T10:03:56.778815936Z,0.771240234375
2024-08-12T10:03:57.795051074Z,0.770751953125
2024-08-12T10:03:58.819529869Z,0.771728515625
2024-08-12T10:03:59.843982033Z,0.768798828125
2024-08-12T10:04:00.867037296Z,0.7701416015625
2024-08-12T10:04:01.89227462Z,0.7713623046875
2024-08-12T10:04:02.915159849Z,0.771484375
2024-08-12T10:04:03.940931081Z,0.7708740234375
2024-08-12T10:04:05.822933046Z,0.771484375
2024-08-12T10:04:05.824571803Z,0.771728515625
2024-08-12T10:04:06.844246262Z,0.7720947265625
2024-08-12T10:04:07.836246207Z,0.7733154296875
2024-08-12T10:04:09.839541038Z,0.772705078125
2024-08-12T10:04:10.851441047Z,0.7708740234375
2024-08-12T10:04:11.848377099Z,0.7716064453125
2024-08-12T10:04:12.201731298Z,0.7713623046875
2024-08-12T10:04:13.360730273Z,0.7724609375
2024-08-12T10:04:14.384050821Z,0.77099609375
2024-08-12T10:04:15.408130148Z,0.7706298828125
2024-08-12T10:04:16.432605228Z,0.7713623046875
2024-08-12T10:04:17.462742273Z,0.7716064453125
2024-08-12T10:04:18.479678761Z,0.771240234375
2024-08-12T10:04:20.73854292Z,0.7708740234375
2024-08-12T10:04:21.757640038Z,0.771484375
2024-08-12T10:04:22.780717822Z,0.771728515625
2024-08-12T10:04:23.805418009Z,0.7713623046875
2024-08-12T10:04:24.829186054Z,0.771484375
2024-08-12T10:04:25.853779896Z,0.7703857421875
2024-08-12T10:04:26.881297399Z,0.772216796875
2024-08-12T10:04:27.901333168Z,0.7708740234375
2024-08-12T10:04:28.925215244Z,0.7713623046875
