time,value
2024-09-02T14:50:28.535004007Z,0.0287017822265625
2024-09-02T14:50:29.581562804Z,0.0302734375
2024-09-02T14:50:30.557995079Z,0.0298309326171875
2024-09-02T14:50:31.602600069Z,0.0293731689453125
2024-09-02T14:50:32.585668758Z,0.0288848876953125
2024-09-02T14:50:33.801117215Z,0.0285491943359375
2024-09-02T14:50:34.555293876Z,0.0287933349609375
2024-09-02T14:50:35.705169068Z,0.0307464599609375
2024-09-02T14:50:38.29689662Z,0.0301971435546875
2024-09-02T14:50:38.299162556Z,0.0295257568359375
2024-09-02T14:50:38.620154012Z,0.0302886962890625
2024-09-02T14:50:41.132657089Z,0.0292816162109375
2024-09-02T14:50:41.134574817Z,0.0292205810546875
2024-09-02T14:50:41.770519709Z,0.0295257568359375
2024-09-02T14:50:42.821130368Z,0.0323486328125
2024-09-02T14:50:44.039443147Z,0.0317230224609375
2024-09-02T14:50:44.806007511Z,0.0335540771484375
2024-09-02T14:50:45.751836447Z,0.0318756103515625
2024-09-02T14:50:46.691963452Z,0.0323333740234375
2024-09-02T14:50:47.978920704Z,0.030609130859375
2024-09-02T14:50:48.809886542Z,0.0308685302734375
2024-09-02T14:50:49.791004658Z,0.0311279296875
2024-09-02T14:50:50.810897138Z,0.030364990234375
2024-09-02T14:50:51.785539272Z,0.0304107666015625
2024-09-02T14:50:52.772946086Z,0.029144287109375
2024-09-02T14:50:53.753212544Z,0.0271453857421875
2024-09-02T14:50:54.922220896Z,0.029449462890625
2024-09-02T14:50:55.794228138Z,0.029754638671875
2024-09-02T14:50:56.827933564Z,0.0303955078125
2024-09-02T14:50:57.829061673Z,0.0303802490234375
2024-09-02T14:50:58.872905816Z,0.030487060546875
2024-09-02T14:51:02.022857091Z,0.03045654296875
2024-09-02T14:51:02.54654881Z,0.029510498046875
2024-09-02T14:51:02.853849419Z,0.0314483642578125
2024-09-02T14:51:03.038792064Z,0.0311431884765625
2024-09-02T14:51:03.895983504Z,0.0298919677734375
2024-09-02T14:51:05.073795797Z,0.030609130859375
2024-09-02T14:51:05.939159986Z,0.0324249267578125
2024-09-02T14:51:06.930230205Z,0.0322723388671875
2024-09-02T14:51:07.9578048Z,0.0295257568359375
2024-09-02T14:51:08.933851777Z,0.030426025390625
2024-09-02T14:51:09.949230769Z,0.0302581787109375
2024-09-02T14:51:10.956856501Z,0.029083251953125
2024-09-02T14:51:11.971095659Z,0.0303955078125
2024-09-02T14:51:13.024936551Z,0.0311126708984375
2024-09-02T14:51:13.976963159Z,0.0326385498046875
2024-09-02T14:51:15.024960916Z,0.031005859375
2024-09-02T14:51:16.023195184Z,0.0295257568359375
2024-09-02T14:51:17.028168249Z,0.0296783447265625
2024-09-02T14:51:18.015353028Z,0.030609130859375
2024-09-02T14:51:19.015170982Z,0.0308837890625
2024-09-02T14:51:20.026926361Z,0.031890869140625
2024-09-02T14:51:21.038002821Z,0.0316162109375
2024-09-02T14:51:21.992274597Z,0.0308837890625
2024-09-02T14:51:23.054020514Z,0.032989501953125
2024-09-02T14:51:24.060932293Z,0.0316925048828125
2024-09-02T14:51:25.033626211Z,0.0303192138671875
2024-09-02T14:51:26.03823462Z,0.03277587890625
2024-09-02T14:51:27.043130357Z,0.0306243896484375
2024-09-02T14:51:28.220176162Z,0.03131103515625
2024-09-02T14:51:29.046206481Z,0.0317230224609375
2024-09-02T14:51:30.055684858Z,0.028900146484375
2024-09-02T14:51:31.067964248Z,0.030426025390625
2024-09-02T14:51:32.104490878Z,0.0299072265625
2024-09-02T14:51:33.127049717Z,0.03106689453125
2024-09-02T14:51:34.091222553Z,0.0306243896484375
2024-09-02T14:51:35.101159426Z,0.03302001953125
2024-09-02T14:51:36.096442599Z,0.0328826904296875
2024-09-02T14:51:37.093078165Z,0.0306396484375
2024-09-02T14:51:38.073411635Z,0.031951904296875
2024-09-02T14:51:39.089002526Z,0.0306396484375
2024-09-02T14:51:40.21238543Z,0.0324554443359375
2024-09-02T14:51:41.052114658Z,0.032012939453125
2024-09-02T14:51:42.156974244Z,0.0306854248046875
2024-09-02T14:51:43.615990375Z,0.030914306640625
2024-09-02T14:51:46.700946675Z,0.031280517578125
2024-09-02T14:51:46.702928511Z,0.031494140625
2024-09-02T14:51:46.704960926Z,0.031036376953125
2024-09-02T14:51:47.315558586Z,0.0291595458984375
2024-09-02T14:51:48.059040121Z,0.0310211181640625
2024-09-02T14:51:49.050950424Z,0.0320281982421875
2024-09-02T14:51:50.08897042Z,0.031829833984375
2024-09-02T14:51:51.063969673Z,0.030426025390625
2024-09-02T14:51:52.052505171Z,0.03271484375
2024-09-02T14:51:53.070184523Z,0.0334625244140625
2024-09-02T14:51:54.058879389Z,0.0334625244140625
2024-09-02T14:51:55.065557569Z,0.030426025390625
2024-09-02T14:51:56.061945675Z,0.02923583984375
2024-09-02T14:51:57.088045783Z,0.0317535400390625
2024-09-02T14:51:58.128813856Z,0.02978515625
2024-09-02T14:51:59.322622746Z,0.033599853515625
2024-09-02T14:52:00.104373222Z,0.03070068359375
2024-09-02T14:52:01.11411468Z,0.0299072265625
2024-09-02T14:52:02.125257805Z,0.032379150390625
2024-09-02T14:52:03.126966395Z,0.031951904296875
2024-09-02T14:52:04.119293193Z,0.032196044921875
2024-09-02T14:52:05.176228085Z,0.03106689453125
2024-09-02T14:52:06.38686988Z,0.0306549072265625
2024-09-02T14:52:08.491953805Z,0.031005859375
2024-09-02T14:52:09.25700114Z,0.0323333740234375
2024-09-02T14:52:09.316848087Z,0.0299835205078125
2024-09-02T14:52:10.455023942Z,0.030548095703125
2024-09-02T14:52:11.199162838Z,0.0297393798828125
2024-09-02T14:52:17.163129847Z,0.0298309326171875
2024-09-02T14:52:17.165249275Z,0.0305938720703125
2024-09-02T14:52:17.167249927Z,0.0306396484375
2024-09-02T14:52:17.510032555Z,0.0327606201171875
