time,value
2024-09-02T15:00:12.173689459Z,{"lat":-37.86760913678986,"lon":145.21484516542225}
2024-09-02T15:00:13.109709486Z,{"lat":-37.86760913678986,"lon":145.21484516542225}
2024-09-02T15:00:14.144702188Z,{"lat":-37.86760913678986,"lon":145.21484516542225}
2024-09-02T15:00:15.202863856Z,{"lat":-37.86760913678986,"lon":145.21484516542225}
2024-09-02T15:00:16.46763073Z,{"lat":-37.86760999368562,"lon":145.21484448905457}
2024-09-02T15:00:17.368769884Z,{"lat":-37.86760999368562,"lon":145.21484448905457}
2024-09-02T15:00:18.255596503Z,{"lat":-37.86760950580033,"lon":145.21479772333115}
2024-09-02T15:00:19.149814955Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:20.154000913Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:21.158960914Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:22.220997006Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:23.201547054Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:24.228705823Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:25.190536217Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:26.210550609Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:27.223882851Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:28.228858273Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:29.251340037Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:30.250500951Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:31.236183756Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:32.266741548Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:33.282065505Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:34.365509612Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:35.403561852Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:36.349765009Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:37.37531142Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:38.344239356Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:39.37633159Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:40.362801587Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:41.541303309Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:42.391709426Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:43.37386905Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:44.398093642Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:45.445389147Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:46.445440173Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:47.450670408Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:48.456632196Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:49.491013062Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:50.488203251Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:51.48764398Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:52.516620514Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:53.664372666Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:54.518032751Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:55.5273842Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:56.55190797Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:57.558744562Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:58.569591053Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:00:59.59408446Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:00.582560683Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:01.593931569Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:02.665535744Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:03.624600155Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:04.633519929Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:05.636721694Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:06.770826011Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:07.683102133Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:08.70571881Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:09.697606473Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:10.751565009Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:11.789522124Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:12.748494037Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:13.771760404Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:14.798251799Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:15.810881622Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:16.830596255Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:17.827434232Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:18.837371731Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:19.869319968Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:20.801722737Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:21.862088202Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:22.843885052Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:23.861670901Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:24.880265391Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:25.90876754Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:26.93599892Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:27.897664875Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:28.915462111Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:29.919269149Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:30.91470679Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:31.92468297Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:32.944385337Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:33.967596358Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:34.979380025Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:35.984943798Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:37.164715761Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:38.039903862Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:39.097591283Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:40.069639258Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:41.084319056Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:42.052503529Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:43.051592338Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:44.086530267Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:45.128774972Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:46.130835365Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:47.142507445Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:48.161148715Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:49.164418886Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:50.158317319Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:51.182588533Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:52.237725967Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:53.253766746Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:54.261685855Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:55.28051915Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:56.217196689Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:57.257968732Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:58.262021184Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:01:59.247859797Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:00.26407874Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:01.256035146Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:02.292783797Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:03.305020229Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:04.308234629Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:05.304955267Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:06.325043722Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:07.320036343Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:08.355480214Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:09.376338724Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:10.388898071Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:11.387301326Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:12.389814403Z,{"lat":-37.86760915279955,"lon":145.21484514075263}
2024-09-02T15:02:13.441857629Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:14.440823574Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:15.41938509Z,{"lat":-37.87962762110638,"lon":145.21714599397978}
2024-09-02T15:02:16.491108617Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:17.482962376Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:18.458823351Z,{"lat":-37.879581149113825,"lon":145.21710807480605}
2024-09-02T15:02:19.480142018Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:20.4950683Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:21.476058802Z,{"lat":-37.87951059779782,"lon":145.21707349648386}
2024-09-02T15:02:22.481229932Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:23.446760693Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:24.440136174Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:25.464977352Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:26.480075379Z,{"lat":-37.87938121078188,"lon":145.21701231264947}
2024-09-02T15:02:27.487276448Z,{"lat":-37.879725680721954,"lon":145.2172041033816}
2024-09-02T15:02:28.481884878Z,{"lat":-37.87929394363117,"lon":145.21696048474448}
2024-09-02T15:02:29.451982868Z,{"lat":-37.87879327781315,"lon":145.21667797131948}
2024-09-02T15:02:30.460736511Z,{"lat":-37.87879327781315,"lon":145.21667797131948}
2024-09-02T15:02:31.516120108Z,{"lat":-37.878691966274964,"lon":145.21661605269054}
2024-09-02T15:02:32.515170592Z,{"lat":-37.87864590422025,"lon":145.21658790091905}
2024-09-02T15:02:33.487985532Z,{"lat":-37.878623445275764,"lon":145.2165741746735}
2024-09-02T15:02:34.478876944Z,{"lat":-37.87861174204711,"lon":145.21656702200477}
2024-09-02T15:02:35.514829016Z,{"lat":-37.87844687628275,"lon":145.2165497084675}
2024-09-02T15:02:36.466218157Z,{"lat":-37.87829380020316,"lon":145.2165336349469}
2024-09-02T15:02:37.456901679Z,{"lat":-37.87829380020316,"lon":145.2165336349469}
2024-09-02T15:02:38.465075068Z,{"lat":-37.878293800203075,"lon":145.21653363494684}
2024-09-02T15:02:39.496362886Z,{"lat":-37.87829380020316,"lon":145.2165336349469}
2024-09-02T15:02:40.545973991Z,{"lat":-37.87829380020316,"lon":145.2165336349469}
2024-09-02T15:02:41.526193138Z,{"lat":-37.878190658941726,"lon":145.21648797539024}
2024-09-02T15:02:42.555150365Z,{"lat":-37.87815125050255,"lon":145.2164705296868}
2024-09-02T15:02:43.566999011Z,{"lat":-37.87810805722888,"lon":145.21645140847676}
2024-09-02T15:02:44.574047121Z,{"lat":-37.87801435351572,"lon":145.21640730813135}
2024-09-02T15:02:45.587568121Z,{"lat":-37.87790182050135,"lon":145.21635434603803}
2024-09-02T15:02:46.559215652Z,{"lat":-37.87790182050135,"lon":145.21635434603803}
2024-09-02T15:02:47.637172319Z,{"lat":-37.87771665459032,"lon":145.2162945393129}
2024-09-02T15:02:48.563083618Z,{"lat":-37.87759793460185,"lon":145.2162561939519}
2024-09-02T15:02:49.52098126Z,{"lat":-37.87759793460175,"lon":145.21625619395184}
2024-09-02T15:02:50.521121291Z,{"lat":-37.877463156949005,"lon":145.21617720632187}
2024-09-02T15:02:51.583236987Z,{"lat":-37.87740773312196,"lon":145.2161447247001}
2024-09-02T15:02:52.575322231Z,{"lat":-37.87734421439284,"lon":145.21610749898963}
2024-09-02T15:02:53.583903129Z,{"lat":-37.8772670427443,"lon":145.21606490218434}
2024-09-02T15:02:54.593904734Z,{"lat":-37.8771712538209,"lon":145.2160120291125}
2024-09-02T15:02:55.568329898Z,{"lat":-37.8771712538209,"lon":145.2160120291125}
2024-09-02T15:02:56.584960221Z,{"lat":-37.87708894410444,"lon":145.21596963573222}
2024-09-02T15:02:57.595111809Z,{"lat":-37.877005916008144,"lon":145.21592404787125}
2024-09-02T15:02:58.580941556Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:02:59.594068673Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:00.596153035Z,{"lat":-37.876805254854766,"lon":145.2158063867123}
2024-09-02T15:03:01.60109044Z,{"lat":-37.87672006343354,"lon":145.21575112873094}
2024-09-02T15:03:02.611261455Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:03.649726678Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:04.690135391Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:05.690148459Z,{"lat":-37.876687318322375,"lon":145.2157327567237}
2024-09-02T15:03:06.667299004Z,{"lat":-37.87652494613455,"lon":145.21563528044936}
2024-09-02T15:03:07.684567662Z,{"lat":-37.876443234504805,"lon":145.21558622682855}
2024-09-02T15:03:08.727325047Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:09.722808045Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:10.733817939Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:11.749932976Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:12.746080992Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:13.751142677Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:14.798387262Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:15.781941754Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:16.761319167Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:17.802192497Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:18.821207942Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:19.80709767Z,{"lat":-37.87689808759655,"lon":145.2158648428928}
2024-09-02T15:03:20.853757499Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:21.805142534Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:23.155436601Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:23.866814556Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:24.829598699Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:25.898506511Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:26.887615898Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:28.011129949Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:28.933304444Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:29.942644704Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:30.946976064Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:32.017426278Z,{"lat":-37.867714427398994,"lon":145.2148551292037}
2024-09-02T15:03:32.969531767Z,{"lat":-37.86793888998733,"lon":145.21486792318342}
2024-09-02T15:03:33.968509777Z,{"lat":-37.86927646727776,"lon":145.21392565231616}
2024-09-02T15:03:34.976514612Z,{"lat":-37.87564708854819,"lon":145.21531733697768}
2024-09-02T15:03:35.987822289Z,{"lat":-37.87556209921499,"lon":145.2153154523974}
2024-09-02T15:03:36.984962757Z,{"lat":-37.87564708854819,"lon":145.21531733697768}
2024-09-02T15:03:37.99159732Z,{"lat":-37.87564708854819,"lon":145.21531733697768}
2024-09-02T15:03:39.033536351Z,{"lat":-37.87564708854819,"lon":145.21531733697768}
2024-09-02T15:03:40.02848857Z,{"lat":-37.87549396247781,"lon":145.21531535832057}
2024-09-02T15:03:41.071013511Z,{"lat":-37.87564708854819,"lon":145.21531733697768}
2024-09-02T15:03:42.042762911Z,{"lat":-37.87470232233222,"lon":145.21531096673124}
2024-09-02T15:03:43.09298195Z,{"lat":-37.87470232233222,"lon":145.21531096673124}
2024-09-02T15:03:44.089526664Z,{"lat":-37.87425483811537,"lon":145.21526835153819}
2024-09-02T15:03:45.099755763Z,{"lat":-37.87394275426681,"lon":145.21523863090687}
2024-09-02T15:03:46.118396299Z,{"lat":-37.87394275426681,"lon":145.21523863090687}
2024-09-02T15:03:47.120983219Z,{"lat":-37.87394275426681,"lon":145.21523863090687}
2024-09-02T15:03:48.083951518Z,{"lat":-37.87394275426681,"lon":145.21523863090687}
2024-09-02T15:03:49.126628534Z,{"lat":-37.87380239929819,"lon":145.21536511382573}
2024-09-02T15:03:50.140938301Z,{"lat":-37.87284397058005,"lon":145.21510292789452}
2024-09-02T15:03:51.126726474Z,{"lat":-37.87267821844482,"lon":145.21514634615298}
2024-09-02T15:03:52.151801822Z,{"lat":-37.87235568281079,"lon":145.21516352905445}
2024-09-02T15:03:53.166497941Z,{"lat":-37.87235568281079,"lon":145.21516352905445}
2024-09-02T15:03:54.21578761Z,{"lat":-37.87235568281079,"lon":145.21516352905445}
2024-09-02T15:03:55.187603701Z,{"lat":-37.87210028622114,"lon":145.21519454209619}
2024-09-02T15:03:56.266823849Z,{"lat":-37.8712866967898,"lon":145.21521717323475}
2024-09-02T15:03:57.268772143Z,{"lat":-37.8712866967898,"lon":145.21521717323475}
2024-09-02T15:03:58.222918275Z,{"lat":-37.8712866967898,"lon":145.21521717323475}
2024-09-02T15:03:59.242371776Z,{"lat":-37.8712866967898,"lon":145.21521717323475}
2024-09-02T15:04:00.274311649Z,{"lat":-37.87077162883992,"lon":145.2153676283967}
2024-09-02T15:04:01.257324233Z,{"lat":-37.87051560360755,"lon":145.2151470167052}
2024-09-02T15:04:03.427525254Z,{"lat":-37.87051560360755,"lon":145.2151470167052}
2024-09-02T15:06:25.971843569Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:26.995138909Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:28.02614138Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:28.995153214Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:30.009268517Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:31.01126624Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:32.024411211Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:33.020217923Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:34.015248412Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:35.038878934Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:36.077331749Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:37.037263852Z,{"lat":-37.86757818365147,"lon":145.214802524556}
2024-09-02T15:06:38.117843591Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:39.106774297Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:40.125675549Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:41.10951611Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:42.143424581Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:43.163704842Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:44.170515126Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:45.149822552Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:46.168734669Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:47.133621689Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:48.26265002Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:49.165618749Z,{"lat":-37.86759583674377,"lon":145.21482664918597}
2024-09-02T15:06:50.177611187Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:51.180865107Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:52.217435723Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:53.20818174Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:54.212789309Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:55.214639234Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:56.24864489Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:57.241520006Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:58.267085549Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:06:59.254768285Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:00.35170319Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:01.289431977Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:02.286866515Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:03.292733852Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:04.34257427Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:05.343285415Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:06.351633574Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:07.38252061Z,{"lat":-37.86760338352682,"lon":145.21483519977508}
2024-09-02T15:07:08.341839449Z,{"lat":-37.86760715706028,"lon":145.2148394752336}
2024-09-02T15:07:09.392715144Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:10.570627761Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:11.349176448Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:12.432026852Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:13.384572403Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:14.434505194Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:15.444593786Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:16.456684937Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:17.434864922Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:18.462674883Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:19.45550146Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:20.459738627Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:21.436888301Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:22.478387036Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:23.405710506Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:24.472193901Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:25.449825923Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:26.464448138Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:27.482478936Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:28.7306151Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:29.498545443Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:30.460342542Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:31.460471813Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:32.519695156Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:33.529468223Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:34.546561645Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:35.523926691Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:36.601877486Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:37.511710824Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:38.620560819Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:39.601510943Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
2024-09-02T15:07:40.623349837Z,{"lat":-37.867586434182016,"lon":145.21483085960378}
