time,value
2024-09-02T14:51:03.895983504Z,{"lat":-37.86759042284426,"lon":145.21481701307076}
2024-09-02T14:51:05.073795797Z,{"lat":-37.86759042284426,"lon":145.21481701307076}
2024-09-02T14:51:05.939159986Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:06.930230205Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:07.9578048Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:08.933851777Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:09.949230769Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:10.956856501Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:11.971095659Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:13.024936551Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:13.976963159Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:15.024960916Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:16.023195184Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:17.028168249Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:18.015353028Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:19.015170982Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:20.026926361Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:21.038002821Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:21.992274597Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:23.054020514Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:24.060932293Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:25.033626211Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:26.03823462Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:27.043130357Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:28.220176162Z,{"lat":-37.86760403747294,"lon":145.2148347636548}
2024-09-02T14:51:29.046206481Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:30.055684858Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:31.067964248Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:32.104490878Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:33.127049717Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:34.091222553Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:35.101159426Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:36.096442599Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:37.093078165Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:38.073411635Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:39.089002526Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:51:40.21238543Z,{"lat":-37.86752659957742,"lon":145.21494390575887}
2024-09-02T14:51:41.052114658Z,{"lat":-37.86757837870697,"lon":145.21494900485456}
2024-09-02T14:51:42.156974244Z,{"lat":-37.86758714429654,"lon":145.21496841852544}
2024-09-02T14:51:43.615990375Z,{"lat":-37.86759672660109,"lon":145.21495735703556}
2024-09-02T14:51:46.700946675Z,{"lat":-37.86759598990343,"lon":145.21486101737074}
2024-09-02T14:51:46.702928511Z,{"lat":-37.867596883001724,"lon":145.21484479247582}
2024-09-02T14:51:46.704960926Z,{"lat":-37.86758387301436,"lon":145.21486071024415}
2024-09-02T14:51:47.315558586Z,{"lat":-37.86759501676554,"lon":145.21484782366872}
2024-09-02T14:51:48.059040121Z,{"lat":-37.8675991883985,"lon":145.21485203829582}
2024-09-02T14:51:49.050950424Z,{"lat":-37.86758336612329,"lon":145.21486584434533}
2024-09-02T14:51:50.08897042Z,{"lat":-37.867583213161005,"lon":145.21486843798212}
2024-09-02T14:51:51.063969673Z,{"lat":-37.867578003092504,"lon":145.21487219275394}
2024-09-02T14:51:52.052505171Z,{"lat":-37.86757646262869,"lon":145.2148741183526}
2024-09-02T14:51:53.070184523Z,{"lat":-37.867573958697214,"lon":145.21487673046656}
2024-09-02T14:51:54.058879389Z,{"lat":-37.867604338890246,"lon":145.214927693668}
2024-09-02T14:51:55.065557569Z,{"lat":-37.8675789443363,"lon":145.21489662560882}
2024-09-02T14:51:56.061945675Z,{"lat":-37.86756145642768,"lon":145.21485165604145}
2024-09-02T14:51:57.088045783Z,{"lat":-37.86757721437562,"lon":145.2148530904466}
2024-09-02T14:51:58.128813856Z,{"lat":-37.86757549702623,"lon":145.21484283117425}
2024-09-02T14:51:59.322622746Z,{"lat":-37.86765419318543,"lon":145.21502853882228}
2024-09-02T14:52:00.104373222Z,{"lat":-37.8676354009424,"lon":145.21498474694872}
2024-09-02T14:52:01.11411468Z,{"lat":-37.867579727138285,"lon":145.2148792952645}
2024-09-02T14:52:02.125257805Z,{"lat":-37.867536291692275,"lon":145.21476829552572}
2024-09-02T14:52:03.126966395Z,{"lat":-37.867535220597865,"lon":145.21481339408672}
2024-09-02T14:52:04.119293193Z,{"lat":-37.8675356037396,"lon":145.21482209520437}
2024-09-02T14:52:05.176228085Z,{"lat":-37.86751710194973,"lon":145.21479047352238}
2024-09-02T14:52:06.38686988Z,{"lat":-37.867524772179735,"lon":145.21481328605162}
2024-09-02T14:52:08.491953805Z,{"lat":-37.86752351593578,"lon":145.21480512937978}
2024-09-02T14:52:09.25700114Z,{"lat":-37.86752841337106,"lon":145.21479533385607}
2024-09-02T14:52:09.316848087Z,{"lat":-37.8675654105581,"lon":145.2148536116237}
2024-09-02T14:52:10.455023942Z,{"lat":-37.86758351799712,"lon":145.214891572395}
2024-09-02T14:52:11.199162838Z,{"lat":-37.86759509361375,"lon":145.21487479630127}
2024-09-02T14:52:17.163129847Z,{"lat":-37.86757775739952,"lon":145.2149005068258}
2024-09-02T14:52:17.165249275Z,{"lat":-37.867594130943964,"lon":145.2148926017077}
2024-09-02T14:52:17.167249927Z,{"lat":-37.86760412324693,"lon":145.21488174726292}
2024-09-02T14:52:17.510032555Z,{"lat":-37.86760258311911,"lon":145.21489371503512}
2024-09-02T14:52:17.864301188Z,{"lat":-37.867619352787315,"lon":145.2148979569614}
2024-09-02T14:52:17.882446792Z,{"lat":-37.867620147583594,"lon":145.21490663559894}
2024-09-02T14:52:18.27933101Z,{"lat":-37.867596836647365,"lon":145.2149289478145}
2024-09-02T14:52:19.324013609Z,{"lat":-37.8675844164426,"lon":145.21496933844506}
2024-09-02T14:52:20.311111301Z,{"lat":-37.867587632042245,"lon":145.21496819372078}
2024-09-02T14:52:21.356276869Z,{"lat":-37.86757881725635,"lon":145.21498459528175}
2024-09-02T14:52:22.32166485Z,{"lat":-37.867577928026115,"lon":145.2149746594793}
2024-09-02T14:52:23.298005533Z,{"lat":-37.86757744819006,"lon":145.2149844661834}
2024-09-02T14:52:24.353916218Z,{"lat":-37.867586166860896,"lon":145.21495678191098}
2024-09-02T14:52:25.449920106Z,{"lat":-37.86758640259194,"lon":145.21494799139225}
2024-09-02T14:52:26.411358605Z,{"lat":-37.86760420968609,"lon":145.21492000939665}
2024-09-02T14:52:27.399247064Z,{"lat":-37.86761334808958,"lon":145.2149430870978}
2024-09-02T14:52:28.38592133Z,{"lat":-37.867621524113815,"lon":145.21496613935463}
2024-09-02T14:52:29.478036834Z,{"lat":-37.867614862674245,"lon":145.21493993579324}
2024-09-02T14:52:30.43424744Z,{"lat":-37.86761770694149,"lon":145.214938969148}
2024-09-02T14:52:31.421872441Z,{"lat":-37.867612457043414,"lon":145.21493521020932}
2024-09-02T14:52:33.615818547Z,{"lat":-37.86764169037498,"lon":145.2149878118882}
2024-09-02T14:52:35.196039238Z,{"lat":-37.86765159560299,"lon":145.21502382200515}
2024-09-02T14:52:36.975818731Z,{"lat":-37.86764812580487,"lon":145.21500967223636}
2024-09-02T14:52:37.820512063Z,{"lat":-37.86764861233839,"lon":145.21499158715397}
2024-09-02T14:52:37.970207754Z,{"lat":-37.86764741895916,"lon":145.21498701326865}
2024-09-02T14:52:39.236207017Z,{"lat":-37.86764360082675,"lon":145.2149666095824}
2024-09-02T14:52:40.637175068Z,{"lat":-37.86762161140879,"lon":145.21495649684798}
2024-09-02T14:52:41.922174394Z,{"lat":-37.867608278517864,"lon":145.21499559179748}
2024-09-02T14:52:42.07701997Z,{"lat":-37.86760094841258,"lon":145.2150138152216}
2024-09-02T14:52:43.059131195Z,{"lat":-37.86759694119742,"lon":145.21503913367883}
2024-09-02T14:52:43.36115634Z,{"lat":-37.867554573694115,"lon":145.21519215173345}
2024-09-02T14:52:43.643331072Z,{"lat":-37.86756829421194,"lon":145.2151786461999}
2024-09-02T14:52:44.57241224Z,{"lat":-37.86757061230063,"lon":145.21491152425884}
2024-09-02T14:52:45.8762758Z,{"lat":-37.86757375519564,"lon":145.21490245244289}
2024-09-02T14:52:46.580796117Z,{"lat":-37.867570493437135,"lon":145.21489622132074}
2024-09-02T14:52:47.672992687Z,{"lat":-37.867567679189996,"lon":145.21488953951445}
2024-09-02T14:52:48.850882758Z,{"lat":-37.86758427950101,"lon":145.2148618290515}
2024-09-02T14:52:49.633001024Z,{"lat":-37.867585327347825,"lon":145.21488541820113}
2024-09-02T14:52:50.571860882Z,{"lat":-37.86758565496155,"lon":145.2148848071189}
2024-09-02T14:52:51.699178119Z,{"lat":-37.867588110748414,"lon":145.21488803446883}
2024-09-02T14:52:52.58188125Z,{"lat":-37.867569814940474,"lon":145.21485404437507}
2024-09-02T14:52:53.809956763Z,{"lat":-37.867570608746234,"lon":145.2148305533373}
2024-09-02T14:52:54.871600361Z,{"lat":-37.8675592456068,"lon":145.21482736024564}
2024-09-02T14:52:55.601762944Z,{"lat":-37.86755974191899,"lon":145.21481094506106}
2024-09-02T14:52:56.658949827Z,{"lat":-37.86755294722088,"lon":145.21479664992748}
2024-09-02T14:52:57.622827361Z,{"lat":-37.8675646596098,"lon":145.2148210549542}
2024-09-02T14:52:58.632792848Z,{"lat":-37.86759145017296,"lon":145.21486147573015}
2024-09-02T14:52:59.632020098Z,{"lat":-37.867589625217775,"lon":145.21481568357493}
2024-09-02T14:53:00.638038629Z,{"lat":-37.86759948470217,"lon":145.2148216702313}
2024-09-02T14:53:01.649883888Z,{"lat":-37.86759474335186,"lon":145.2148170635563}
2024-09-02T14:53:02.65328677Z,{"lat":-37.867598310025656,"lon":145.21485470674492}
2024-09-02T14:53:03.636076629Z,{"lat":-37.86760359706112,"lon":145.2148694487108}
2024-09-02T14:53:04.657525839Z,{"lat":-37.86763424125604,"lon":145.21494374708496}
2024-09-02T14:53:05.677148265Z,{"lat":-37.86764409625032,"lon":145.21494983521129}
2024-09-02T14:53:06.727923804Z,{"lat":-37.867645423979226,"lon":145.2149429908209}
2024-09-02T14:53:07.720878278Z,{"lat":-37.86766181229061,"lon":145.214952365672}
2024-09-02T14:53:08.702128913Z,{"lat":-37.867656591862456,"lon":145.21495380128073}
2024-09-02T14:53:09.715007999Z,{"lat":-37.86763264872107,"lon":145.2150335772397}
2024-09-02T14:53:10.720113316Z,{"lat":-37.86763016166569,"lon":145.21504084456427}
2024-09-02T14:53:11.767073471Z,{"lat":-37.86763457539753,"lon":145.21505596266232}
2024-09-02T14:53:12.723150521Z,{"lat":-37.867641830545764,"lon":145.21506521508925}
2024-09-02T14:53:13.752915119Z,{"lat":-37.86764219299708,"lon":145.21507312043545}
2024-09-02T14:53:14.768914382Z,{"lat":-37.867620680060824,"lon":145.21497438624155}
2024-09-02T14:53:16.510622602Z,{"lat":-37.86762038064698,"lon":145.21498679370373}
2024-09-02T14:53:17.884941334Z,{"lat":-37.867644977854155,"lon":145.2149743252631}
2024-09-02T14:53:19.032131194Z,{"lat":-37.86764861004069,"lon":145.21498243021838}
2024-09-02T14:53:19.350938528Z,{"lat":-37.867649732014094,"lon":145.2149556339466}
2024-09-02T14:53:20.601861567Z,{"lat":-37.86763774453835,"lon":145.214998910222}
2024-09-02T14:53:20.912707968Z,{"lat":-37.86763803451321,"lon":145.21498668140885}
2024-09-02T14:53:21.814073371Z,{"lat":-37.86762631139304,"lon":145.2149834802826}
2024-09-02T14:53:22.840955322Z,{"lat":-37.86765146102701,"lon":145.21500310578972}
2024-09-02T14:53:23.896446793Z,{"lat":-37.86763809314791,"lon":145.2149992670802}
2024-09-02T14:53:24.971070361Z,{"lat":-37.86764403980109,"lon":145.215013677456}
2024-09-02T14:53:25.902911268Z,{"lat":-37.86764638419716,"lon":145.21503597240704}
2024-09-02T14:53:26.909186993Z,{"lat":-37.86763655434193,"lon":145.21500413991382}
2024-09-02T14:53:27.893776656Z,{"lat":-37.867644144804494,"lon":145.21501200714835}
2024-09-02T14:53:28.94217959Z,{"lat":-37.8676427002289,"lon":145.2150116885436}
2024-09-02T14:53:29.939294395Z,{"lat":-37.86764990925512,"lon":145.2150547083153}
2024-09-02T14:53:30.964399913Z,{"lat":-37.8676458866034,"lon":145.2150605241526}
2024-09-02T14:53:31.960202963Z,{"lat":-37.867634831545004,"lon":145.2150539850522}
2024-09-02T14:53:32.945704032Z,{"lat":-37.867641040929485,"lon":145.2150492073777}
2024-09-02T14:53:33.988071735Z,{"lat":-37.867634021606676,"lon":145.21502083514687}
2024-09-02T14:53:34.975935351Z,{"lat":-37.86762051269986,"lon":145.21503786228175}
2024-09-02T14:53:35.999042964Z,{"lat":-37.86762636566719,"lon":145.21508063633772}
2024-09-02T14:53:37.026978505Z,{"lat":-37.867634517934846,"lon":145.21510303438745}
2024-09-02T14:53:38.020254341Z,{"lat":-37.86762166148062,"lon":145.2150844984359}
2024-09-02T14:53:39.031097262Z,{"lat":-37.86762264382675,"lon":145.2150683809052}
2024-09-02T14:53:40.036181291Z,{"lat":-37.867599509538444,"lon":145.21503515923578}
2024-09-02T14:53:41.044012871Z,{"lat":-37.8676075543034,"lon":145.21503695474425}
2024-09-02T14:53:42.079071355Z,{"lat":-37.86762581771211,"lon":145.2150116216271}
2024-09-02T14:53:43.063082883Z,{"lat":-37.86763162512258,"lon":145.21500820747704}
2024-09-02T14:53:44.111935734Z,{"lat":-37.86762213428348,"lon":145.21502788846007}
2024-09-02T14:53:45.108921644Z,{"lat":-37.86762755413766,"lon":145.21503830847206}
2024-09-02T14:53:46.107877374Z,{"lat":-37.86761660040202,"lon":145.214927663728}
2024-09-02T14:53:47.143974056Z,{"lat":-37.86761885026633,"lon":145.2149282020712}
2024-09-02T14:53:48.097932242Z,{"lat":-37.86762545511754,"lon":145.21492662132945}
2024-09-02T14:53:49.138894368Z,{"lat":-37.8676180570895,"lon":145.21494650495148}
2024-09-02T14:53:50.156785798Z,{"lat":-37.86761178092752,"lon":145.2149152661373}
2024-09-02T14:53:51.172806256Z,{"lat":-37.86760606054899,"lon":145.21490395205996}
2024-09-02T14:53:52.159305382Z,{"lat":-37.86760924726035,"lon":145.21491153976606}
2024-09-02T14:53:53.449148007Z,{"lat":-37.86761175835137,"lon":145.21490026646046}
2024-09-02T14:53:54.196214436Z,{"lat":-37.867620765271745,"lon":145.21493539002063}
2024-09-02T14:53:55.162184468Z,{"lat":-37.86763007252308,"lon":145.21494593367208}
2024-09-02T14:53:56.181113063Z,{"lat":-37.86763498267159,"lon":145.21498563525282}
2024-09-02T14:53:57.220787408Z,{"lat":-37.86760643628776,"lon":145.214946534926}
2024-09-02T14:53:58.218106429Z,{"lat":-37.8675889779092,"lon":145.21490752696948}
2024-09-02T14:53:59.220675012Z,{"lat":-37.867581642546284,"lon":145.21489596067906}
2024-09-02T14:54:00.20495438Z,{"lat":-37.86757137447922,"lon":145.21491652814646}
2024-09-02T14:54:01.230875774Z,{"lat":-37.86756495135244,"lon":145.2149259364852}
2024-09-02T14:54:02.241223454Z,{"lat":-37.86756112412165,"lon":145.21488412188742}
2024-09-02T14:54:03.252167745Z,{"lat":-37.867578246609924,"lon":145.2148784064603}
2024-09-02T14:54:04.269183384Z,{"lat":-37.86757816488685,"lon":145.21486340113944}
2024-09-02T14:54:05.289350127Z,{"lat":-37.867587888155455,"lon":145.21489014302298}
2024-09-02T14:54:06.26319842Z,{"lat":-37.86758305530766,"lon":145.21491966917566}
2024-09-02T14:54:07.266101163Z,{"lat":-37.867567657410554,"lon":145.21489307941525}
2024-09-02T14:54:08.313078266Z,{"lat":-37.867582260545895,"lon":145.21489128641397}
2024-09-02T14:54:09.318058036Z,{"lat":-37.8675841233132,"lon":145.21490914339606}
2024-09-02T14:54:10.310647794Z,{"lat":-37.867586780152855,"lon":145.2149108736477}
2024-09-02T14:54:11.316255969Z,{"lat":-37.86759475311261,"lon":145.21493363761118}
2024-09-02T14:54:12.353893566Z,{"lat":-37.86759311325865,"lon":145.2149330320076}
2024-09-02T14:54:13.331053516Z,{"lat":-37.86760069621207,"lon":145.21494671107553}
2024-09-02T14:54:14.379049254Z,{"lat":-37.86760564399743,"lon":145.21494721322549}
2024-09-02T14:54:15.376932084Z,{"lat":-37.86760689251146,"lon":145.21494807266382}
2024-09-02T14:54:16.475003086Z,{"lat":-37.86759865126302,"lon":145.2148180657045}
2024-09-02T14:54:17.434048088Z,{"lat":-37.86759585375165,"lon":145.21480318927743}
2024-09-02T14:54:18.407853169Z,{"lat":-37.86759660789358,"lon":145.21478941954507}
2024-09-02T14:54:19.389089909Z,{"lat":-37.86759583239046,"lon":145.21477975116326}
2024-09-02T14:54:20.383672059Z,{"lat":-37.86759529069653,"lon":145.21476860491808}
2024-09-02T14:54:21.43215767Z,{"lat":-37.8675928283842,"lon":145.21475390008828}
2024-09-02T14:54:22.412203882Z,{"lat":-37.86758586414034,"lon":145.2147625378677}
2024-09-02T14:54:23.441152167Z,{"lat":-37.867591673820215,"lon":145.2147515408068}
2024-09-02T14:54:24.4420947Z,{"lat":-37.8675948361654,"lon":145.21474018237066}
2024-09-02T14:54:25.442260792Z,{"lat":-37.86759546929952,"lon":145.21472967291606}
2024-09-02T14:54:26.480011821Z,{"lat":-37.867592881436266,"lon":145.21472210757997}
2024-09-02T14:54:27.472044227Z,{"lat":-37.86757444506312,"lon":145.21472566121645}
2024-09-02T14:54:28.462088234Z,{"lat":-37.867557234549395,"lon":145.2147266972446}
2024-09-02T14:54:29.502193992Z,{"lat":-37.86753686980029,"lon":145.21473161145244}
2024-09-02T14:54:30.501298114Z,{"lat":-37.86751368086389,"lon":145.21473826591142}
2024-09-02T14:54:31.499130204Z,{"lat":-37.86751165005239,"lon":145.21472862713225}
2024-09-02T14:54:32.529993965Z,{"lat":-37.867505719469946,"lon":145.21472420199484}
2024-09-02T14:54:33.512206267Z,{"lat":-37.867511209102226,"lon":145.2147113709341}
2024-09-02T14:54:34.521073674Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:35.521874044Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:36.532273112Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:37.567354537Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:38.541425318Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:39.55935193Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:40.573445349Z,{"lat":-37.86751701965744,"lon":145.21473957239203}
2024-09-02T14:54:41.617875897Z,{"lat":-37.867488238603926,"lon":145.21466009304424}
2024-09-02T14:54:42.593159688Z,{"lat":-37.86748347600584,"lon":145.21465275670647}
2024-09-02T14:54:43.602049591Z,{"lat":-37.867490981323925,"lon":145.2146520202733}
2024-09-02T14:54:44.629157907Z,{"lat":-37.867514841987486,"lon":145.21464054646057}
2024-09-02T14:54:45.60187133Z,{"lat":-37.86751771570847,"lon":145.21463558827008}
2024-09-02T14:54:46.650907428Z,{"lat":-37.8675090911912,"lon":145.21463417763215}
2024-09-02T14:54:47.640962099Z,{"lat":-37.86750895996166,"lon":145.21463252573093}
2024-09-02T14:54:48.675067552Z,{"lat":-37.8675803173715,"lon":145.21484473289766}
2024-09-02T14:54:49.644410094Z,{"lat":-37.867585579541434,"lon":145.21484713521042}
2024-09-02T14:54:50.691783288Z,{"lat":-37.867587284956095,"lon":145.21485382314648}
2024-09-02T14:55:01.130002312Z,{"lat":-37.86758717641034,"lon":145.21485710085886}
2024-09-02T14:55:02.225940459Z,{"lat":-37.86758717641034,"lon":145.21485710085886}
2024-09-02T14:55:03.093263563Z,{"lat":-37.86758717641034,"lon":145.21485710085886}
2024-09-02T14:55:04.119521258Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:05.102162168Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:06.123117176Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:07.131020571Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:08.123160122Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:09.132312901Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:11.040055242Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:12.072971804Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:13.090015072Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:14.090512846Z,{"lat":-37.867628763272016,"lon":145.2148027363444}
2024-09-02T14:55:15.072838086Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:16.109078843Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:17.1146827Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:18.103602129Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:19.100043103Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:20.122373668Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:21.119912026Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:22.130232823Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:23.161625788Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:24.133577051Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:25.150803967Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:26.172960778Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:27.174213559Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:28.188114171Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:29.214159506Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:30.226619898Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:31.242866976Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:32.263247453Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:33.271305221Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:34.283904627Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:35.284549661Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:36.270162474Z,{"lat":-37.86762152269959,"lon":145.2148193885888}
2024-09-02T14:55:37.330179135Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
2024-09-02T14:55:38.322101348Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
2024-09-02T14:55:39.33023749Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
2024-09-02T14:55:40.324191078Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
2024-09-02T14:55:41.368971067Z,{"lat":-37.86752079151376,"lon":145.21485004587578}
2024-09-02T14:55:42.365757958Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
2024-09-02T14:55:43.353963719Z,{"lat":-37.86752079151386,"lon":145.21485004587583}
