Timestamp,X,Y,Z
20240728013824,-0.01,0.96,0.06
20240728013825,-0.01,0.96,0.06
20240728013826,-0.01,0.96,0.06
20240728013827,-0.01,0.96,0.06
20240728013828,-0.01,0.96,0.06
20240728013829,-0.01,0.96,0.06
20240728013830,-0.01,0.96,0.06
20240728013831,-0.01,0.96,0.06
20240728013832,-0.01,0.96,0.06
20240728013833,-0.01,0.96,0.06
20240728013834,-0.01,0.96,0.06
20240728013835,-0.01,0.96,0.06
20240728013836,-0.01,0.96,0.06
20240728013837,-0.01,0.96,0.06
20240728013838,-0.01,0.96,0.06
20240728013839,-0.01,0.96,0.06
20240728013840,-0.01,0.96,0.06
20240728013841,-0.01,0.96,0.06
20240728013842,-0.01,0.96,0.06
20240728013843,-0.01,0.96,0.06
20240728013844,-0.01,0.96,0.06
20240728013845,-0.01,0.96,0.06
20240728013846,-0.01,0.96,0.06
20240728013847,-0.01,0.96,0.06
20240728013848,-0.01,0.96,0.06
20240728013849,-0.01,0.96,0.06
20240728013850,-0.01,0.96,0.06
20240728013851,-0.01,0.96,0.06
20240728013852,-0.01,0.96,0.06
20240728013853,-0.01,0.96,0.07
20240728013854,-0.01,0.96,0.07
20240728013855,-0.01,0.96,0.07
20240728013856,-0.01,0.96,0.03
20240728013857,-0.03,0.96,0.09
20240728013858,-0.05,0.85,0.18
20240728013859,-0.02,0.95,-0.08
20240728013900,-0.02,0.95,-0.07
20240728013901,-0.02,0.96,-0.04
20240728013902,-0.02,0.95,-0.08
20240728013903,-0.02,0.95,-0.08
20240728013904,-0.02,0.96,-0.06
20240728013905,-0.03,0.92,-0.07
20240728013906,-0.02,0.95,-0.15
20240728013907,-0.08,0.91,0.30
20240728013908,-0.09,0.90,0.37
20240728013909,-0.03,0.96,0.07
20240728013910,-0.03,0.95,0.06
20240728013911,-0.02,0.96,0.03
20240728013912,-0.05,0.96,0.11
20240728013913,-0.04,0.75,0.07
20240728013914,-0.02,0.95,0.09
20240728013915,-0.02,0.96,0.10
20240728013916,0.00,0.96,-0.03
20240728013917,0.00,0.96,-0.04
20240728013918,0.03,0.93,-0.33
20240728013919,0.06,0.90,-0.34
20240728013920,0.06,0.89,-0.35
20240728013921,0.06,0.89,-0.35
20240728013922,0.07,0.86,-0.41
20240728013923,0.09,0.84,-0.46
20240728013924,0.09,0.85,-0.45
20240728013925,0.09,0.85,-0.45
20240728013926,0.09,0.85,-0.45
20240728013927,0.06,0.94,-0.19
20240728013928,0.09,0.86,-0.42
20240728013929,0.09,0.86,-0.41
20240728013930,0.09,0.86,-0.42
20240728013931,0.09,0.85,-0.43
20240728013932,0.06,0.96,-0.06
20240728013933,0.06,0.95,-0.11
20240728013934,0.06,0.95,-0.08
20240728013935,0.06,0.95,-0.05
20240728013936,0.07,0.91,-0.25
20240728013937,0.06,0.95,-0.07
20240728013938,0.02,0.51,-0.11
20240728013939,-0.04,0.94,0.23
20240728013940,0.08,0.78,0.59
20240728013941,0.10,0.88,0.40
20240728013942,0.09,0.86,0.43
20240728013943,0.10,0.87,0.43
20240728013944,0.11,0.85,0.46
20240728013945,0.09,0.90,0.34
20240728013946,0.09,0.88,0.39
20240728013947,0.09,0.88,0.41
20240728013948,0.10,0.90,0.35
20240728013949,0.09,0.87,0.42
20240728013950,0.10,0.89,0.37
20240728013951,0.09,0.87,0.41
20240728013952,0.09,0.88,0.40
20240728013953,0.09,0.87,0.42
20240728013954,0.09,0.87,0.42
20240728013955,0.09,0.85,0.45
20240728013956,0.09,0.85,0.45
20240728013957,0.09,0.85,0.46
20240728013958,0.10,0.86,0.45
20240728013959,0.09,0.88,0.41
20240728014000,0.09,0.86,0.43
20240728014001,0.09,0.86,0.43
20240728014002,0.08,0.86,0.44
20240728014003,0.10,0.91,0.33
20240728014004,0.09,0.87,0.41
20240728014005,0.09,0.87,0.41
20240728014006,0.09,0.87,0.43
20240728014007,0.09,0.86,0.45
20240728014008,0.09,0.87,0.43
20240728014009,0.09,0.85,0.45
20240728014010,0.09,0.86,0.45
20240728014011,0.09,0.86,0.44
20240728014012,0.10,0.89,0.39
20240728014013,0.09,0.86,0.43
20240728014014,0.09,0.85,0.46
20240728014015,0.09,0.85,0.47
20240728014016,0.09,0.86,0.44
20240728014017,0.09,0.86,0.45
20240728014018,0.09,0.85,0.47
20240728014019,0.10,0.89,0.39
20240728014020,0.09,0.84,0.48
20240728014021,0.09,0.84,0.48
20240728014022,0.09,0.83,0.50
20240728014023,0.09,0.86,0.44
20240728014024,0.09,0.85,0.45
20240728014025,0.09,0.86,0.44
20240728014026,0.09,0.86,0.44
20240728014027,0.09,0.86,0.45
20240728014028,0.09,0.86,0.44
20240728014029,0.09,0.85,0.46
20240728014030,0.09,0.85,0.46
20240728014031,0.09,0.86,0.45
20240728014032,0.10,0.89,0.36
20240728014033,0.09,0.87,0.41
20240728014034,0.10,0.89,0.36
20240728014035,0.10,0.90,0.32
20240728014036,0.10,0.88,0.39
20240728014037,0.10,0.87,0.41
20240728014038,0.10,0.87,0.40
20240728014039,0.10,0.88,0.40
20240728014040,0.10,0.86,0.43
20240728014041,0.10,0.87,0.43
20240728014042,0.10,0.86,0.44
20240728014043,0.10,0.87,0.42
